Participant	Frame	Preview	Sign	Pre_Target_Skip	FFD_ms	GD_ms	TRT_ms	Reading_Scores	AOA	Group
18	39	UNR	Unrelated	0	182	431	618	218	0	Deaf
18	40	COR	Identical	0	176	311	561	218	0	Deaf
18	41	SIGN	HM	0	153	1737	2017	218	0	Deaf
18	42	UNR	Unrelated	1	230	669	834	218	0	Deaf
18	43	COR	Identical	1	641	641	641	218	0	Deaf
18	44	SIGN	HM	0	415	740	911	218	0	Deaf
18	45	UNR	Unrelated	0	198	198	497	218	0	Deaf
18	46	COR	Identical	0	103	103	103	218	0	Deaf
18	47	SIGN	HM	0	226	735	933	218	0	Deaf
18	48	UNR	Unrelated	1	161	752	752	218	0	Deaf
18	49	COR	Identical	0	136	136	136	218	0	Deaf
18	50	SIGN	HM	0	174	174	1254	218	0	Deaf
18	51	UNR	Unrelated	0	214	417	1031	218	0	Deaf
18	52	COR	Identical	1	289	569	847	218	0	Deaf
18	53	SIGN	HM	0	123	123	355	218	0	Deaf
18	54	UNR	Unrelated	0	233	550	550	218	0	Deaf
18	55	COR	Identical	0	212	212	212	218	0	Deaf
18	56	SIGN	HM	0	174	1085	2037	218	0	Deaf
18	57	UNR	Unrelated	0	341	341	341	218	0	Deaf
18	58	COR	Identical	0	173	434	434	218	0	Deaf
18	59	SIGN	HM	0	193	193	493	218	0	Deaf
18	60	UNR	Unrelated	1	500	500	856	218	0	Deaf
18	61	COR	Identical	0	256	391	710	218	0	Deaf
18	62	SIGN	HLM	0	145	554	641	218	0	Deaf
18	63	UNR	Unrelated	0	184	483	483	218	0	Deaf
18	64	COR	Identical	0	142	142	142	218	0	Deaf
18	65	SIGN	HLM	0	246	415	1118	218	0	Deaf
18	66	UNR	Unrelated	0	242	598	598	218	0	Deaf
18	67	COR	Identical	0	110	110	961	218	0	Deaf
18	68	SIGN	HLM	1	159	463	2527	218	0	Deaf
18	69	UNR	Unrelated	0	188	550	550	218	0	Deaf
18	70	COR	Identical	1	141	273	384	218	0	Deaf
18	71	SIGN	HLM	0	167	439	439	218	0	Deaf
18	72	UNR	Unrelated	0	394	394	622	218	0	Deaf
18	73	COR	Identical	0	290	290	290	218	0	Deaf
18	74	SIGN	HLM	0	205	361	922	218	0	Deaf
18	75	UNR	Unrelated	0	187	413	534	218	0	Deaf
18	76	COR	Identical	0	161	322	322	218	0	Deaf
18	77	SIGN	HLM	0	270	415	817	218	0	Deaf
18	78	UNR	Unrelated	0	191	673	1018	218	0	Deaf
18	79	COR	Identical	0	219	390	449	218	0	Deaf
18	80	SIGN	HLM	0	182	686	686	218	0	Deaf
19	1	UNR	Unrelated	0	134	430	430	275	5	Deaf
19	2	COR	Identical	1	131	131	346	275	5	Deaf
19	3	SIGN	LM	0	339	563	708	275	5	Deaf
19	4	UNR	Unrelated	0	472	472	1102	275	5	Deaf
19	5	COR	Identical	0	287	443	699	275	5	Deaf
19	6	SIGN	LM	0	338	995	995	275	5	Deaf
19	7	UNR	Unrelated	0	383	477	709	275	5	Deaf
19	8	COR	Identical	0	199	199	199	275	5	Deaf
19	9	SIGN	LM	1	102	102	670	275	5	Deaf
19	10	UNR	Unrelated	1	219	568	568	275	5	Deaf
19	11	COR	Identical	0	175	350	662	275	5	Deaf
19	12	SIGN	LM	0	378	613	817	275	5	Deaf
19	13	UNR	Unrelated	0	343	611	611	275	5	Deaf
19	14	COR	Identical	1	160	160	649	275	5	Deaf
19	15	SIGN	LM	0	418	418	418	275	5	Deaf
19	16	UNR	Unrelated	0	226	226	226	275	5	Deaf
19	17	COR	Identical	0	214	214	214	275	5	Deaf
19	18	SIGN	LM	0	146	146	910	275	5	Deaf
19	19	UNR	Unrelated	0	399	399	603	275	5	Deaf
19	20	COR	Identical	0	319	319	319	275	5	Deaf
19	21	SIGN	HL	0	125	299	463	275	5	Deaf
19	22	UNR	Unrelated	0	122	392	869	275	5	Deaf
19	23	COR	Identical	0	350	350	350	275	5	Deaf
19	24	SIGN	HL	0	313	633	633	275	5	Deaf
19	25	UNR	Unrelated	1	198	586	586	275	5	Deaf
19	26	COR	Identical	0	174	294	738	275	5	Deaf
19	27	SIGN	HLM	0	210	392	502	275	5	Deaf
19	28	UNR	Unrelated	0	342	342	1221	275	5	Deaf
19	29	COR	Identical	0	212	212	530	275	5	Deaf
19	30	SIGN	HL	0	47	531	949	275	5	Deaf
19	31	UNR	Unrelated	0	512	512	898	275	5	Deaf
19	32	COR	Identical	0	154	634	634	275	5	Deaf
19	33	SIGN	HL	0	218	218	390	275	5	Deaf
19	34	UNR	Unrelated	0	200	992	992	275	5	Deaf
19	35	COR	Identical	0	247	247	247	275	5	Deaf
19	36	SIGN	HL	0	107	107	107	275	5	Deaf
19	37	UNR	Unrelated	0	393	393	717	275	5	Deaf
19	38	COR	Identical	0	184	184	184	275	5	Deaf
19	39	SIGN	HL	0	411	411	411	275	5	Deaf
19	40	UNR	Unrelated	0	359	638	682	275	5	Deaf
19	41	COR	Identical	0	NA	NA	0	275	5	Deaf
19	42	SIGN	HM	0	295	295	527	275	5	Deaf
19	43	UNR	Unrelated	0	621	621	1044	275	5	Deaf
19	44	COR	Identical	0	309	431	664	275	5	Deaf
19	45	SIGN	HM	0	153	153	153	275	5	Deaf
19	46	UNR	Unrelated	0	438	607	607	275	5	Deaf
19	47	COR	Identical	0	241	241	241	275	5	Deaf
19	48	SIGN	HM	1	237	237	445	275	5	Deaf
19	49	UNR	Unrelated	0	352	598	948	275	5	Deaf
19	50	COR	Identical	0	121	372	372	275	5	Deaf
19	51	SIGN	HM	1	143	286	286	275	5	Deaf
19	52	UNR	Unrelated	1	434	524	524	275	5	Deaf
19	53	COR	Identical	0	253	253	253	275	5	Deaf
19	54	SIGN	HM	0	446	599	599	275	5	Deaf
19	55	UNR	Unrelated	0	417	711	711	275	5	Deaf
19	56	COR	Identical	0	151	1241	1241	275	5	Deaf
19	57	SIGN	HM	0	316	443	443	275	5	Deaf
19	58	UNR	Unrelated	0	216	626	882	275	5	Deaf
19	59	COR	Identical	0	223	223	223	275	5	Deaf
19	60	SIGN	HM	0	302	302	791	275	5	Deaf
19	61	UNR	Unrelated	0	185	185	185	275	5	Deaf
19	62	COR	Identical	0	249	504	504	275	5	Deaf
19	63	SIGN	LM	0	282	382	382	275	5	Deaf
19	64	UNR	Unrelated	0	135	135	1077	275	5	Deaf
19	65	COR	Identical	0	160	160	538	275	5	Deaf
19	66	SIGN	HLM	0	153	153	720	275	5	Deaf
19	67	UNR	Unrelated	0	520	520	773	275	5	Deaf
19	68	COR	Identical	1	278	278	278	275	5	Deaf
19	69	SIGN	HL	0	176	176	430	275	5	Deaf
19	70	UNR	Unrelated	1	163	494	494	275	5	Deaf
19	71	COR	Identical	0	124	124	124	275	5	Deaf
19	72	SIGN	HLM	0	118	118	557	275	5	Deaf
19	73	UNR	Unrelated	0	205	205	444	275	5	Deaf
19	74	COR	Identical	0	415	563	563	275	5	Deaf
19	75	SIGN	HLM	0	198	350	350	275	5	Deaf
19	76	UNR	Unrelated	0	307	478	478	275	5	Deaf
19	77	COR	Identical	0	187	187	187	275	5	Deaf
19	78	SIGN	HLM	0	187	499	499	275	5	Deaf
19	79	UNR	Unrelated	1	217	217	644	275	5	Deaf
19	80	COR	Identical	0	250	250	250	275	5	Deaf
20	1	SIGN	LM	0	189	189	189	326	13	Deaf
20	2	UNR	Unrelated	0	129	129	317	326	13	Deaf
20	3	COR	Identical	1	NA	NA	0	326	13	Deaf
20	4	SIGN	LM	1	123	123	123	326	13	Deaf
20	5	UNR	Unrelated	0	200	200	200	326	13	Deaf
20	6	COR	Identical	1	172	172	172	326	13	Deaf
20	7	SIGN	LM	1	132	132	132	326	13	Deaf
20	8	UNR	Unrelated	0	127	127	127	326	13	Deaf
20	9	COR	Identical	1	73	194	194	326	13	Deaf
20	10	SIGN	LM	1	110	110	110	326	13	Deaf
20	11	UNR	Unrelated	0	102	102	395	326	13	Deaf
20	12	COR	Identical	0	304	304	304	326	13	Deaf
20	13	SIGN	LM	0	194	424	424	326	13	Deaf
20	14	UNR	Unrelated	0	219	376	489	326	13	Deaf
20	15	COR	Identical	0	183	378	378	326	13	Deaf
20	16	SIGN	LM	0	78	78	129	326	13	Deaf
20	17	UNR	Unrelated	0	129	129	362	326	13	Deaf
20	18	COR	Identical	0	126	126	126	326	13	Deaf
20	19	SIGN	LM	0	184	184	184	326	13	Deaf
20	20	UNR	Unrelated	0	141	141	215	326	13	Deaf
20	21	COR	Identical	1	199	199	199	326	13	Deaf
20	22	SIGN	HL	0	149	149	223	326	13	Deaf
20	23	UNR	Unrelated	0	121	121	174	326	13	Deaf
20	24	COR	Identical	0	NA	NA	0	326	13	Deaf
20	25	SIGN	HL	0	67	67	209	326	13	Deaf
20	26	UNR	Unrelated	0	75	75	203	326	13	Deaf
20	27	COR	Identical	0	170	170	170	326	13	Deaf
20	28	SIGN	HL	0	205	315	567	326	13	Deaf
20	29	UNR	Unrelated	0	161	161	161	326	13	Deaf
20	30	COR	Identical	0	131	131	303	326	13	Deaf
20	31	SIGN	HL	0	146	146	146	326	13	Deaf
20	32	UNR	Unrelated	0	34	105	203	326	13	Deaf
20	33	COR	Identical	0	128	128	128	326	13	Deaf
20	34	SIGN	HL	0	210	363	363	326	13	Deaf
20	35	UNR	Unrelated	0	260	260	260	326	13	Deaf
20	36	COR	Identical	0	NA	NA	0	326	13	Deaf
20	37	SIGN	HLM	0	152	152	350	326	13	Deaf
20	38	UNR	Unrelated	0	106	106	214	326	13	Deaf
20	39	COR	Identical	1	133	133	133	326	13	Deaf
20	40	SIGN	HL	1	318	318	318	326	13	Deaf
20	41	UNR	Unrelated	1	85	85	85	326	13	Deaf
20	42	COR	Identical	0	157	157	157	326	13	Deaf
20	43	SIGN	HM	1	109	109	109	326	13	Deaf
20	44	UNR	Unrelated	1	113	113	113	326	13	Deaf
20	45	COR	Identical	0	167	167	167	326	13	Deaf
20	46	SIGN	HM	0	173	173	173	326	13	Deaf
20	47	UNR	Unrelated	1	170	170	170	326	13	Deaf
20	48	COR	Identical	0	78	78	78	326	13	Deaf
20	49	SIGN	HM	1	134	134	134	326	13	Deaf
20	50	UNR	Unrelated	0	126	126	274	326	13	Deaf
20	51	COR	Identical	0	156	156	156	326	13	Deaf
20	52	SIGN	HM	0	270	270	270	326	13	Deaf
20	53	UNR	Unrelated	0	148	148	148	326	13	Deaf
20	54	COR	Identical	0	62	62	62	326	13	Deaf
20	55	SIGN	HM	0	140	140	280	326	13	Deaf
20	56	UNR	Unrelated	1	288	425	425	326	13	Deaf
20	57	COR	Identical	1	159	159	159	326	13	Deaf
20	58	SIGN	HM	0	120	120	120	326	13	Deaf
20	59	UNR	Unrelated	0	97	97	426	326	13	Deaf
20	60	COR	Identical	0	76	76	76	326	13	Deaf
20	61	SIGN	HLM	0	138	138	138	326	13	Deaf
20	62	UNR	Unrelated	1	124	124	124	326	13	Deaf
20	63	COR	Identical	0	228	228	228	326	13	Deaf
20	64	SIGN	HLM	0	79	79	256	326	13	Deaf
20	65	UNR	Unrelated	0	259	259	259	326	13	Deaf
20	66	COR	Identical	0	95	95	95	326	13	Deaf
20	67	SIGN	HLM	0	238	238	238	326	13	Deaf
20	68	UNR	Unrelated	0	139	139	254	326	13	Deaf
20	69	COR	Identical	0	125	125	125	326	13	Deaf
20	70	SIGN	HLM	0	NA	NA	0	326	13	Deaf
20	71	UNR	Unrelated	0	139	139	139	326	13	Deaf
20	72	COR	Identical	0	275	444	444	326	13	Deaf
20	73	SIGN	LM	1	168	168	168	326	13	Deaf
20	74	UNR	Unrelated	0	121	121	320	326	13	Deaf
20	75	COR	Identical	0	NA	NA	0	326	13	Deaf
20	76	SIGN	HLM	0	203	203	203	326	13	Deaf
20	77	UNR	Unrelated	0	140	140	140	326	13	Deaf
20	78	COR	Identical	0	187	331	331	326	13	Deaf
20	79	SIGN	HL	0	180	180	392	326	13	Deaf
20	80	UNR	Unrelated	0	137	137	282	326	13	Deaf
21	1	SIGN	LM	1	142	253	435	186	6	Deaf
21	2	UNR	Unrelated	1	323	323	323	186	6	Deaf
21	3	COR	Identical	0	295	641	641	186	6	Deaf
21	4	SIGN	LM	0	168	615	784	186	6	Deaf
21	5	UNR	Unrelated	1	95	95	449	186	6	Deaf
21	6	COR	Identical	1	130	130	130	186	6	Deaf
21	7	SIGN	LM	1	158	1067	1067	186	6	Deaf
21	8	UNR	Unrelated	0	180	384	384	186	6	Deaf
21	9	COR	Identical	0	126	126	126	186	6	Deaf
21	10	SIGN	LM	1	221	376	376	186	6	Deaf
21	11	UNR	Unrelated	0	199	770	770	186	6	Deaf
21	12	COR	Identical	0	177	624	624	186	6	Deaf
21	13	SIGN	LM	0	312	475	649	186	6	Deaf
21	14	UNR	Unrelated	0	174	709	709	186	6	Deaf
21	15	COR	Identical	0	227	227	601	186	6	Deaf
21	16	SIGN	LM	0	366	366	1260	186	6	Deaf
21	17	UNR	Unrelated	0	154	154	567	186	6	Deaf
21	18	COR	Identical	0	189	189	189	186	6	Deaf
21	19	SIGN	LM	0	531	531	865	186	6	Deaf
21	20	UNR	Unrelated	0	225	225	225	186	6	Deaf
21	21	COR	Identical	0	395	395	395	186	6	Deaf
21	22	SIGN	HL	0	179	1485	1616	186	6	Deaf
21	23	UNR	Unrelated	0	192	690	1471	186	6	Deaf
21	24	COR	Identical	0	159	301	301	186	6	Deaf
21	25	SIGN	HL	0	353	353	981	186	6	Deaf
21	26	UNR	Unrelated	0	173	680	746	186	6	Deaf
21	27	COR	Identical	0	218	218	218	186	6	Deaf
21	28	SIGN	HL	0	332	332	981	186	6	Deaf
21	29	UNR	Unrelated	0	498	864	1031	186	6	Deaf
21	30	COR	Identical	0	138	683	683	186	6	Deaf
21	31	SIGN	HL	0	355	355	490	186	6	Deaf
21	32	UNR	Unrelated	0	114	336	572	186	6	Deaf
21	33	COR	Identical	0	156	156	369	186	6	Deaf
21	34	SIGN	HL	0	207	408	662	186	6	Deaf
21	35	UNR	Unrelated	0	219	219	431	186	6	Deaf
21	36	COR	Identical	0	175	353	353	186	6	Deaf
21	37	SIGN	HLM	0	137	451	991	186	6	Deaf
21	38	UNR	Unrelated	0	406	406	1374	186	6	Deaf
21	39	COR	Identical	0	173	314	314	186	6	Deaf
21	40	SIGN	HL	0	150	284	1452	186	6	Deaf
21	41	UNR	Unrelated	0	174	543	543	186	6	Deaf
21	42	COR	Identical	0	143	143	143	186	6	Deaf
21	43	SIGN	HM	0	213	620	620	186	6	Deaf
21	44	UNR	Unrelated	0	217	404	404	186	6	Deaf
21	45	COR	Identical	0	182	182	182	186	6	Deaf
21	46	SIGN	HM	0	174	329	329	186	6	Deaf
21	47	UNR	Unrelated	1	180	180	697	186	6	Deaf
21	48	COR	Identical	0	200	382	382	186	6	Deaf
21	49	SIGN	HM	1	192	393	393	186	6	Deaf
21	50	UNR	Unrelated	0	241	424	424	186	6	Deaf
21	51	COR	Identical	0	183	809	809	186	6	Deaf
21	52	SIGN	HM	1	257	875	875	186	6	Deaf
21	53	UNR	Unrelated	1	178	699	699	186	6	Deaf
21	54	COR	Identical	0	188	316	316	186	6	Deaf
21	55	SIGN	HM	0	209	651	651	186	6	Deaf
21	56	UNR	Unrelated	0	218	359	1046	186	6	Deaf
21	57	COR	Identical	0	333	1247	1371	186	6	Deaf
21	58	SIGN	HM	0	288	592	592	186	6	Deaf
21	59	UNR	Unrelated	0	192	993	1320	186	6	Deaf
21	60	COR	Identical	1	179	332	332	186	6	Deaf
21	61	SIGN	HLM	1	359	359	983	186	6	Deaf
21	62	UNR	Unrelated	0	122	122	543	186	6	Deaf
21	63	COR	Identical	0	194	325	325	186	6	Deaf
21	64	SIGN	HLM	0	303	572	572	186	6	Deaf
21	65	UNR	Unrelated	0	140	140	389	186	6	Deaf
21	66	COR	Identical	1	295	472	472	186	6	Deaf
21	67	SIGN	HLM	0	209	371	371	186	6	Deaf
21	68	UNR	Unrelated	0	277	479	860	186	6	Deaf
21	69	COR	Identical	0	201	333	333	186	6	Deaf
21	70	SIGN	HLM	0	281	428	1077	186	6	Deaf
21	71	UNR	Unrelated	0	201	400	1152	186	6	Deaf
21	72	COR	Identical	0	276	276	893	186	6	Deaf
21	73	SIGN	LM	0	278	434	570	186	6	Deaf
21	74	UNR	Unrelated	0	167	521	521	186	6	Deaf
21	75	COR	Identical	0	374	725	725	186	6	Deaf
21	76	SIGN	HLM	0	169	334	334	186	6	Deaf
21	77	UNR	Unrelated	0	142	423	1322	186	6	Deaf
21	78	COR	Identical	0	137	299	453	186	6	Deaf
21	79	SIGN	HL	0	221	221	635	186	6	Deaf
21	80	UNR	Unrelated	0	130	260	260	186	6	Deaf
22	1	COR	Identical	0	101	101	101	273	5	Deaf
22	2	SIGN	LM	0	203	378	378	273	5	Deaf
22	3	UNR	Unrelated	0	257	400	546	273	5	Deaf
22	4	COR	Identical	1	224	224	570	273	5	Deaf
22	5	SIGN	LM	0	224	224	315	273	5	Deaf
22	6	UNR	Unrelated	0	292	292	292	273	5	Deaf
22	7	COR	Identical	0	242	242	884	273	5	Deaf
22	8	SIGN	LM	0	120	120	431	273	5	Deaf
22	9	UNR	Unrelated	0	187	403	403	273	5	Deaf
22	10	COR	Identical	1	268	268	348	273	5	Deaf
22	11	SIGN	LM	0	137	137	701	273	5	Deaf
22	12	UNR	Unrelated	0	225	312	805	273	5	Deaf
22	13	COR	Identical	0	305	469	1101	273	5	Deaf
22	14	SIGN	LM	1	437	437	785	273	5	Deaf
22	15	UNR	Unrelated	1	245	592	1312	273	5	Deaf
22	16	COR	Identical	0	447	570	823	273	5	Deaf
22	17	SIGN	LM	0	353	353	860	273	5	Deaf
22	18	UNR	Unrelated	0	209	209	1213	273	5	Deaf
22	19	COR	Identical	0	NA	NA	0	273	5	Deaf
22	20	SIGN	LM	0	124	294	641	273	5	Deaf
22	21	UNR	Unrelated	0	170	170	611	273	5	Deaf
22	22	COR	Identical	0	189	189	619	273	5	Deaf
22	23	SIGN	HL	0	217	217	346	273	5	Deaf
22	24	UNR	Unrelated	1	180	180	1005	273	5	Deaf
22	25	COR	Identical	1	397	397	397	273	5	Deaf
22	26	SIGN	HL	0	205	205	484	273	5	Deaf
22	27	UNR	Unrelated	0	128	128	341	273	5	Deaf
22	28	COR	Identical	0	217	217	1670	273	5	Deaf
22	29	SIGN	HL	1	104	104	1685	273	5	Deaf
22	30	UNR	Unrelated	0	229	573	894	273	5	Deaf
22	31	COR	Identical	0	75	75	272	273	5	Deaf
22	32	SIGN	HL	0	245	245	768	273	5	Deaf
22	33	UNR	Unrelated	0	170	170	1159	273	5	Deaf
22	34	COR	Identical	0	375	496	715	273	5	Deaf
22	35	SIGN	HL	0	351	351	351	273	5	Deaf
22	36	UNR	Unrelated	1	210	210	401	273	5	Deaf
22	37	COR	Identical	0	239	239	239	273	5	Deaf
22	38	SIGN	HL	0	431	431	431	273	5	Deaf
22	39	UNR	Unrelated	0	107	107	107	273	5	Deaf
22	40	COR	Identical	0	184	184	324	273	5	Deaf
22	41	SIGN	HM	1	280	459	604	273	5	Deaf
22	42	UNR	Unrelated	0	193	193	193	273	5	Deaf
22	43	COR	Identical	0	NA	NA	0	273	5	Deaf
22	44	SIGN	HM	0	315	315	880	273	5	Deaf
22	45	UNR	Unrelated	0	269	269	269	273	5	Deaf
22	46	COR	Identical	0	228	228	571	273	5	Deaf
22	47	SIGN	HM	0	137	137	137	273	5	Deaf
22	48	UNR	Unrelated	1	190	190	190	273	5	Deaf
22	49	COR	Identical	0	162	162	313	273	5	Deaf
22	50	SIGN	HM	1	241	241	241	273	5	Deaf
22	51	UNR	Unrelated	0	363	363	592	273	5	Deaf
22	52	COR	Identical	0	54	54	54	273	5	Deaf
22	53	SIGN	HM	0	138	138	867	273	5	Deaf
22	54	UNR	Unrelated	1	181	181	888	273	5	Deaf
22	55	COR	Identical	0	125	125	670	273	5	Deaf
22	56	SIGN	HM	0	230	230	939	273	5	Deaf
22	57	UNR	Unrelated	0	248	248	829	273	5	Deaf
22	58	COR	Identical	0	182	305	526	273	5	Deaf
22	59	SIGN	HM	0	180	311	582	273	5	Deaf
22	60	UNR	Unrelated	0	219	219	219	273	5	Deaf
22	61	COR	Identical	0	347	445	535	273	5	Deaf
22	62	SIGN	HLM	0	256	460	860	273	5	Deaf
22	63	UNR	Unrelated	0	NA	NA	0	273	5	Deaf
22	64	COR	Identical	0	186	186	310	273	5	Deaf
22	65	SIGN	HLM	0	147	147	564	273	5	Deaf
22	66	UNR	Unrelated	1	166	166	363	273	5	Deaf
22	67	COR	Identical	0	280	280	1492	273	5	Deaf
22	68	SIGN	HLM	0	150	150	655	273	5	Deaf
22	69	UNR	Unrelated	1	342	342	342	273	5	Deaf
22	70	COR	Identical	0	352	352	858	273	5	Deaf
22	71	SIGN	HLM	0	157	335	335	273	5	Deaf
22	72	UNR	Unrelated	0	272	272	272	273	5	Deaf
22	73	COR	Identical	0	224	224	428	273	5	Deaf
22	74	SIGN	HLM	0	234	234	529	273	5	Deaf
22	75	UNR	Unrelated	0	128	128	370	273	5	Deaf
22	76	COR	Identical	0	174	174	313	273	5	Deaf
22	77	SIGN	HLM	0	219	219	647	273	5	Deaf
22	78	UNR	Unrelated	0	467	467	607	273	5	Deaf
22	79	COR	Identical	0	180	180	342	273	5	Deaf
22	80	SIGN	HLM	0	241	241	775	273	5	Deaf
23	1	UNR	Unrelated	0	645	772	1077	306	6	Deaf
23	2	COR	Identical	0	278	278	278	306	6	Deaf
23	3	SIGN	LM	0	103	103	900	306	6	Deaf
23	4	UNR	Unrelated	1	542	770	1334	306	6	Deaf
23	5	COR	Identical	0	152	152	152	306	6	Deaf
23	6	SIGN	LM	0	151	379	379	306	6	Deaf
23	7	UNR	Unrelated	0	282	282	1371	306	6	Deaf
23	8	COR	Identical	0	147	147	291	306	6	Deaf
23	9	SIGN	LM	0	513	513	848	306	6	Deaf
23	10	UNR	Unrelated	1	358	358	358	306	6	Deaf
23	11	COR	Identical	0	71	319	709	306	6	Deaf
23	12	SIGN	LM	0	81	235	318	306	6	Deaf
23	13	UNR	Unrelated	0	325	325	528	306	6	Deaf
23	14	COR	Identical	1	147	147	147	306	6	Deaf
23	15	SIGN	LM	1	122	122	551	306	6	Deaf
23	16	UNR	Unrelated	0	281	281	404	306	6	Deaf
23	17	COR	Identical	0	156	156	156	306	6	Deaf
23	18	SIGN	LM	0	113	237	522	306	6	Deaf
23	19	UNR	Unrelated	0	47	119	294	306	6	Deaf
23	20	COR	Identical	0	281	281	281	306	6	Deaf
23	21	SIGN	HL	0	NA	NA	0	306	6	Deaf
23	22	UNR	Unrelated	0	345	345	2024	306	6	Deaf
23	23	COR	Identical	1	322	322	322	306	6	Deaf
23	24	SIGN	HL	0	480	480	1453	306	6	Deaf
23	25	UNR	Unrelated	0	237	452	943	306	6	Deaf
23	26	COR	Identical	0	216	216	216	306	6	Deaf
23	27	SIGN	HLM	0	266	266	797	306	6	Deaf
23	28	UNR	Unrelated	0	99	99	409	306	6	Deaf
23	29	COR	Identical	0	122	122	772	306	6	Deaf
23	30	SIGN	HL	0	431	431	431	306	6	Deaf
23	31	UNR	Unrelated	0	549	549	549	306	6	Deaf
23	32	COR	Identical	0	157	157	157	306	6	Deaf
23	33	SIGN	HL	0	531	711	968	306	6	Deaf
23	34	UNR	Unrelated	0	293	293	526	306	6	Deaf
23	35	COR	Identical	0	175	175	299	306	6	Deaf
23	36	SIGN	HL	0	995	1187	1187	306	6	Deaf
23	37	UNR	Unrelated	0	52	52	694	306	6	Deaf
23	38	COR	Identical	0	386	386	1335	306	6	Deaf
23	39	SIGN	HL	0	319	319	1469	306	6	Deaf
23	40	UNR	Unrelated	0	258	847	847	306	6	Deaf
23	41	COR	Identical	0	145	145	145	306	6	Deaf
23	42	SIGN	HM	0	319	319	806	306	6	Deaf
23	43	UNR	Unrelated	0	213	213	417	306	6	Deaf
23	44	COR	Identical	0	156	589	842	306	6	Deaf
23	45	SIGN	HM	0	NA	NA	0	306	6	Deaf
23	46	UNR	Unrelated	0	74	74	166	306	6	Deaf
23	47	COR	Identical	0	204	204	713	306	6	Deaf
23	48	SIGN	HM	1	620	620	832	306	6	Deaf
23	49	UNR	Unrelated	0	44	44	102	306	6	Deaf
23	50	COR	Identical	0	220	220	639	306	6	Deaf
23	51	SIGN	HM	0	163	163	661	306	6	Deaf
23	52	UNR	Unrelated	1	217	338	726	306	6	Deaf
23	53	COR	Identical	0	109	109	109	306	6	Deaf
23	54	SIGN	HM	0	326	326	698	306	6	Deaf
23	55	UNR	Unrelated	0	137	137	497	306	6	Deaf
23	56	COR	Identical	1	265	265	512	306	6	Deaf
23	57	SIGN	HM	1	208	208	790	306	6	Deaf
23	58	UNR	Unrelated	0	151	151	151	306	6	Deaf
23	59	COR	Identical	0	353	353	353	306	6	Deaf
23	60	SIGN	HM	0	177	177	629	306	6	Deaf
23	61	UNR	Unrelated	0	466	466	466	306	6	Deaf
23	62	COR	Identical	0	233	233	233	306	6	Deaf
23	63	SIGN	LM	0	548	548	1001	306	6	Deaf
23	64	UNR	Unrelated	0	459	459	828	306	6	Deaf
23	65	COR	Identical	0	118	118	118	306	6	Deaf
23	66	SIGN	HLM	0	321	454	644	306	6	Deaf
23	67	UNR	Unrelated	0	364	577	800	306	6	Deaf
23	68	COR	Identical	0	114	114	256	306	6	Deaf
23	69	SIGN	HL	0	153	153	522	306	6	Deaf
23	70	UNR	Unrelated	0	130	287	350	306	6	Deaf
23	71	COR	Identical	0	NA	NA	0	306	6	Deaf
23	72	SIGN	HLM	0	226	446	539	306	6	Deaf
23	73	UNR	Unrelated	1	96	96	394	306	6	Deaf
23	74	COR	Identical	0	289	289	289	306	6	Deaf
23	75	SIGN	HLM	1	118	156	526	306	6	Deaf
23	76	UNR	Unrelated	0	294	294	475	306	6	Deaf
23	77	COR	Identical	0	222	394	477	306	6	Deaf
23	78	SIGN	HLM	0	197	197	839	306	6	Deaf
23	79	UNR	Unrelated	1	282	282	282	306	6	Deaf
23	80	COR	Identical	0	241	241	241	306	6	Deaf
24	1	SIGN	LM	1	427	427	625	371	4	Deaf
24	2	UNR	Unrelated	1	736	736	881	371	4	Deaf
24	3	COR	Identical	0	255	404	597	371	4	Deaf
24	4	SIGN	LM	0	436	436	998	371	4	Deaf
24	5	UNR	Unrelated	0	484	718	1001	371	4	Deaf
24	6	COR	Identical	0	285	841	841	371	4	Deaf
24	7	SIGN	LM	0	185	185	437	371	4	Deaf
24	8	UNR	Unrelated	0	169	483	483	371	4	Deaf
24	9	COR	Identical	0	377	522	522	371	4	Deaf
24	10	SIGN	LM	0	339	339	674	371	4	Deaf
24	11	UNR	Unrelated	0	310	310	395	371	4	Deaf
24	12	COR	Identical	1	251	533	1017	371	4	Deaf
24	13	SIGN	LM	0	362	362	1031	371	4	Deaf
24	14	UNR	Unrelated	0	229	818	818	371	4	Deaf
24	15	COR	Identical	0	281	487	847	371	4	Deaf
24	16	SIGN	LM	0	267	267	1125	371	4	Deaf
24	17	UNR	Unrelated	0	271	759	759	371	4	Deaf
24	18	COR	Identical	0	230	230	633	371	4	Deaf
24	19	SIGN	LM	0	702	702	825	371	4	Deaf
24	20	UNR	Unrelated	0	384	384	501	371	4	Deaf
24	21	COR	Identical	0	213	213	982	371	4	Deaf
24	22	SIGN	HL	0	797	1018	1378	371	4	Deaf
24	23	UNR	Unrelated	0	649	649	1540	371	4	Deaf
24	24	COR	Identical	1	353	613	613	371	4	Deaf
24	25	SIGN	HL	0	326	549	549	371	4	Deaf
24	26	UNR	Unrelated	0	646	646	1638	371	4	Deaf
24	27	COR	Identical	0	221	454	982	371	4	Deaf
24	28	SIGN	HL	0	539	539	943	371	4	Deaf
24	29	UNR	Unrelated	0	169	840	1225	371	4	Deaf
