"Participant"	"Frame"	"Preview"	"Sign"	"Pre_Target_Skip"	"FFD_ms"	"GD_ms"	"TRT_ms"	"Group"
225	34	"UNR"	"Unrelated"	0	242	242	570	"Hearing"
228	34	"UNR"	"Unrelated"	0	169	169	169	"Hearing"
201	34	"UNR"	"Unrelated"	0	300	300	300	"Hearing"
205	35	"UNR"	"Unrelated"	0	165	727	1791	"Hearing"
208	35	"UNR"	"Unrelated"	0	45	45	45	"Hearing"
211	35	"UNR"	"Unrelated"	0	581	1090	2692	"Hearing"
214	35	"UNR"	"Unrelated"	0	249	249	249	"Hearing"
217	35	"UNR"	"Unrelated"	0	218	218	218	"Hearing"
220	35	"UNR"	"Unrelated"	0	310	310	310	"Hearing"
223	35	"UNR"	"Unrelated"	0	199	199	365	"Hearing"
226	35	"UNR"	"Unrelated"	0	242	433	433	"Hearing"
229	35	"UNR"	"Unrelated"	0	143	143	143	"Hearing"
202	35	"UNR"	"Unrelated"	1	357	357	357	"Hearing"
218	36	"UNR"	"Unrelated"	1	393	393	393	"Hearing"
206	36	"UNR"	"Unrelated"	1	306	528	840	"Hearing"
209	36	"UNR"	"Unrelated"	1	159	341	693	"Hearing"
212	36	"UNR"	"Unrelated"	0	51	51	51	"Hearing"
215	36	"UNR"	"Unrelated"	1	303	303	303	"Hearing"
221	36	"UNR"	"Unrelated"	0	148	381	381	"Hearing"
224	36	"UNR"	"Unrelated"	1	206	206	206	"Hearing"
227	36	"UNR"	"Unrelated"	0	559	559	559	"Hearing"
230	36	"UNR"	"Unrelated"	1	144	144	144	"Hearing"
203	36	"UNR"	"Unrelated"	0	160	160	371	"Hearing"
204	37	"UNR"	"Unrelated"	0	272	410	692	"Hearing"
207	37	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
210	37	"UNR"	"Unrelated"	0	183	515	515	"Hearing"
213	37	"UNR"	"Unrelated"	0	289	289	289	"Hearing"
216	37	"UNR"	"Unrelated"	0	486	608	608	"Hearing"
219	37	"UNR"	"Unrelated"	0	221	221	325	"Hearing"
222	37	"UNR"	"Unrelated"	0	225	225	582	"Hearing"
225	37	"UNR"	"Unrelated"	0	263	1084	1650	"Hearing"
228	37	"UNR"	"Unrelated"	0	172	281	772	"Hearing"
201	37	"UNR"	"Unrelated"	0	150	644	644	"Hearing"
205	38	"UNR"	"Unrelated"	0	533	691	1161	"Hearing"
208	38	"UNR"	"Unrelated"	0	213	213	296	"Hearing"
211	38	"UNR"	"Unrelated"	0	498	498	1120	"Hearing"
214	38	"UNR"	"Unrelated"	0	221	221	444	"Hearing"
217	38	"UNR"	"Unrelated"	0	291	291	291	"Hearing"
220	38	"UNR"	"Unrelated"	0	356	356	1734	"Hearing"
223	38	"UNR"	"Unrelated"	1	251	251	364	"Hearing"
226	38	"UNR"	"Unrelated"	0	371	371	371	"Hearing"
229	38	"UNR"	"Unrelated"	0	297	297	369	"Hearing"
202	38	"UNR"	"Unrelated"	0	317	317	317	"Hearing"
218	39	"UNR"	"Unrelated"	0	169	169	169	"Hearing"
206	39	"UNR"	"Unrelated"	0	243	483	837	"Hearing"
209	39	"UNR"	"Unrelated"	0	119	119	1973	"Hearing"
212	39	"UNR"	"Unrelated"	0	390	390	640	"Hearing"
215	39	"UNR"	"Unrelated"	1	113	861	1499	"Hearing"
221	39	"UNR"	"Unrelated"	0	141	141	252	"Hearing"
224	39	"UNR"	"Unrelated"	0	514	514	967	"Hearing"
227	39	"UNR"	"Unrelated"	0	186	186	301	"Hearing"
230	39	"UNR"	"Unrelated"	0	294	294	294	"Hearing"
203	39	"UNR"	"Unrelated"	0	609	609	875	"Hearing"
204	40	"UNR"	"Unrelated"	0	668	668	2169	"Hearing"
207	40	"UNR"	"Unrelated"	0	218	218	218	"Hearing"
210	40	"UNR"	"Unrelated"	0	304	304	304	"Hearing"
213	40	"UNR"	"Unrelated"	0	101	101	714	"Hearing"
216	40	"UNR"	"Unrelated"	0	238	238	367	"Hearing"
219	40	"UNR"	"Unrelated"	0	201	201	201	"Hearing"
222	40	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
225	40	"UNR"	"Unrelated"	1	138	138	578	"Hearing"
228	40	"UNR"	"Unrelated"	0	127	127	289	"Hearing"
201	40	"UNR"	"Unrelated"	0	146	598	598	"Hearing"
205	41	"UNR"	"Unrelated"	0	157	316	807	"Hearing"
208	41	"UNR"	"Unrelated"	1	NA	NA	0	"Hearing"
211	41	"UNR"	"Unrelated"	0	680	846	1571	"Hearing"
214	41	"UNR"	"Unrelated"	0	165	846	846	"Hearing"
217	41	"UNR"	"Unrelated"	0	433	433	748	"Hearing"
220	41	"UNR"	"Unrelated"	1	448	448	448	"Hearing"
223	41	"UNR"	"Unrelated"	1	361	361	361	"Hearing"
226	41	"UNR"	"Unrelated"	0	578	578	578	"Hearing"
229	41	"UNR"	"Unrelated"	1	174	482	482	"Hearing"
202	41	"UNR"	"Unrelated"	0	174	174	174	"Hearing"
218	42	"UNR"	"Unrelated"	1	171	171	171	"Hearing"
206	42	"UNR"	"Unrelated"	0	304	555	724	"Hearing"
209	42	"UNR"	"Unrelated"	0	305	305	305	"Hearing"
212	42	"UNR"	"Unrelated"	1	156	156	619	"Hearing"
215	42	"UNR"	"Unrelated"	0	180	866	1111	"Hearing"
221	42	"UNR"	"Unrelated"	1	102	102	218	"Hearing"
224	42	"UNR"	"Unrelated"	0	242	242	242	"Hearing"
227	42	"UNR"	"Unrelated"	0	143	143	222	"Hearing"
230	42	"UNR"	"Unrelated"	1	67	67	204	"Hearing"
203	42	"UNR"	"Unrelated"	0	241	540	784	"Hearing"
204	43	"UNR"	"Unrelated"	0	261	405	405	"Hearing"
207	43	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
210	43	"UNR"	"Unrelated"	0	245	245	245	"Hearing"
213	43	"UNR"	"Unrelated"	0	123	123	566	"Hearing"
216	43	"UNR"	"Unrelated"	1	302	442	442	"Hearing"
219	43	"UNR"	"Unrelated"	0	191	191	191	"Hearing"
222	43	"UNR"	"Unrelated"	0	248	248	248	"Hearing"
225	43	"UNR"	"Unrelated"	0	93	93	93	"Hearing"
228	43	"UNR"	"Unrelated"	0	145	145	370	"Hearing"
201	43	"UNR"	"Unrelated"	0	150	150	1136	"Hearing"
205	44	"UNR"	"Unrelated"	0	254	254	1004	"Hearing"
208	44	"UNR"	"Unrelated"	0	290	290	290	"Hearing"
211	44	"UNR"	"Unrelated"	0	307	307	1872	"Hearing"
214	44	"UNR"	"Unrelated"	0	204	204	204	"Hearing"
217	44	"UNR"	"Unrelated"	0	533	533	533	"Hearing"
220	44	"UNR"	"Unrelated"	0	261	261	785	"Hearing"
223	44	"UNR"	"Unrelated"	0	319	319	445	"Hearing"
226	44	"UNR"	"Unrelated"	0	373	500	684	"Hearing"
229	44	"UNR"	"Unrelated"	0	114	114	654	"Hearing"
202	44	"UNR"	"Unrelated"	0	267	267	267	"Hearing"
218	45	"UNR"	"Unrelated"	0	109	109	332	"Hearing"
206	45	"UNR"	"Unrelated"	0	241	458	859	"Hearing"
209	45	"UNR"	"Unrelated"	0	464	691	1344	"Hearing"
212	45	"UNR"	"Unrelated"	0	226	633	974	"Hearing"
215	45	"UNR"	"Unrelated"	0	171	171	1253	"Hearing"
221	45	"UNR"	"Unrelated"	0	166	274	489	"Hearing"
224	45	"UNR"	"Unrelated"	0	350	350	473	"Hearing"
227	45	"UNR"	"Unrelated"	1	516	516	516	"Hearing"
230	45	"UNR"	"Unrelated"	0	200	364	705	"Hearing"
203	45	"UNR"	"Unrelated"	0	184	184	184	"Hearing"
204	46	"UNR"	"Unrelated"	0	577	577	927	"Hearing"
207	46	"UNR"	"Unrelated"	0	313	313	313	"Hearing"
210	46	"UNR"	"Unrelated"	0	170	582	582	"Hearing"
213	46	"UNR"	"Unrelated"	0	383	383	566	"Hearing"
216	46	"UNR"	"Unrelated"	0	191	544	544	"Hearing"
219	46	"UNR"	"Unrelated"	1	210	315	686	"Hearing"
222	46	"UNR"	"Unrelated"	1	NA	NA	0	"Hearing"
225	46	"UNR"	"Unrelated"	0	167	167	560	"Hearing"
228	46	"UNR"	"Unrelated"	1	186	186	186	"Hearing"
201	46	"UNR"	"Unrelated"	1	131	595	677	"Hearing"
205	47	"UNR"	"Unrelated"	0	282	389	900	"Hearing"
208	47	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
211	47	"UNR"	"Unrelated"	1	521	665	3853	"Hearing"
214	47	"UNR"	"Unrelated"	1	128	128	259	"Hearing"
217	47	"UNR"	"Unrelated"	0	305	305	305	"Hearing"
220	47	"UNR"	"Unrelated"	1	428	428	1251	"Hearing"
223	47	"UNR"	"Unrelated"	1	156	156	402	"Hearing"
226	47	"UNR"	"Unrelated"	0	137	980	1392	"Hearing"
229	47	"UNR"	"Unrelated"	0	286	415	415	"Hearing"
202	47	"UNR"	"Unrelated"	0	421	421	421	"Hearing"
218	48	"UNR"	"Unrelated"	1	328	328	548	"Hearing"
206	48	"UNR"	"Unrelated"	1	197	371	606	"Hearing"
209	48	"UNR"	"Unrelated"	0	736	736	1118	"Hearing"
212	48	"UNR"	"Unrelated"	1	51	549	752	"Hearing"
215	48	"UNR"	"Unrelated"	1	366	1105	1754	"Hearing"
221	48	"UNR"	"Unrelated"	1	144	144	264	"Hearing"
224	48	"UNR"	"Unrelated"	1	173	339	339	"Hearing"
227	48	"UNR"	"Unrelated"	1	364	364	485	"Hearing"
230	48	"UNR"	"Unrelated"	1	211	364	364	"Hearing"
203	48	"UNR"	"Unrelated"	0	267	633	924	"Hearing"
204	49	"UNR"	"Unrelated"	1	565	565	672	"Hearing"
207	49	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
210	49	"UNR"	"Unrelated"	0	465	465	465	"Hearing"
213	49	"UNR"	"Unrelated"	0	258	350	350	"Hearing"
216	49	"UNR"	"Unrelated"	0	393	533	533	"Hearing"
219	49	"UNR"	"Unrelated"	0	243	243	467	"Hearing"
222	49	"UNR"	"Unrelated"	0	282	282	282	"Hearing"
225	49	"UNR"	"Unrelated"	0	158	158	298	"Hearing"
228	49	"UNR"	"Unrelated"	0	129	129	367	"Hearing"
201	49	"UNR"	"Unrelated"	1	176	176	176	"Hearing"
205	50	"UNR"	"Unrelated"	1	548	647	797	"Hearing"
208	50	"UNR"	"Unrelated"	0	41	41	41	"Hearing"
211	50	"UNR"	"Unrelated"	0	233	233	1337	"Hearing"
214	50	"UNR"	"Unrelated"	0	145	145	394	"Hearing"
217	50	"UNR"	"Unrelated"	0	391	391	391	"Hearing"
220	50	"UNR"	"Unrelated"	0	191	191	576	"Hearing"
223	50	"UNR"	"Unrelated"	0	292	292	292	"Hearing"
226	50	"UNR"	"Unrelated"	0	198	473	782	"Hearing"
229	50	"UNR"	"Unrelated"	0	262	262	751	"Hearing"
202	50	"UNR"	"Unrelated"	0	231	231	423	"Hearing"
218	51	"UNR"	"Unrelated"	0	228	228	228	"Hearing"
206	51	"UNR"	"Unrelated"	0	207	374	560	"Hearing"
209	51	"UNR"	"Unrelated"	0	228	228	309	"Hearing"
212	51	"UNR"	"Unrelated"	0	76	76	76	"Hearing"
215	51	"UNR"	"Unrelated"	0	268	502	502	"Hearing"
221	51	"UNR"	"Unrelated"	0	91	91	91	"Hearing"
224	51	"UNR"	"Unrelated"	0	197	197	197	"Hearing"
227	51	"UNR"	"Unrelated"	0	211	386	386	"Hearing"
230	51	"UNR"	"Unrelated"	0	273	273	273	"Hearing"
203	51	"UNR"	"Unrelated"	0	194	194	194	"Hearing"
204	52	"UNR"	"Unrelated"	0	459	459	459	"Hearing"
207	52	"UNR"	"Unrelated"	1	NA	NA	0	"Hearing"
210	52	"UNR"	"Unrelated"	1	207	207	647	"Hearing"
213	52	"UNR"	"Unrelated"	1	87	87	397	"Hearing"
216	52	"UNR"	"Unrelated"	0	454	671	839	"Hearing"
219	52	"UNR"	"Unrelated"	0	141	141	141	"Hearing"
222	52	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
225	52	"UNR"	"Unrelated"	0	166	166	434	"Hearing"
228	52	"UNR"	"Unrelated"	0	281	281	482	"Hearing"
201	52	"UNR"	"Unrelated"	0	198	198	456	"Hearing"
205	53	"UNR"	"Unrelated"	0	184	506	1480	"Hearing"
208	53	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
211	53	"UNR"	"Unrelated"	0	340	340	2387	"Hearing"
214	53	"UNR"	"Unrelated"	0	238	238	238	"Hearing"
217	53	"UNR"	"Unrelated"	0	421	806	991	"Hearing"
220	53	"UNR"	"Unrelated"	0	322	322	322	"Hearing"
223	53	"UNR"	"Unrelated"	0	385	385	385	"Hearing"
226	53	"UNR"	"Unrelated"	0	236	1136	1136	"Hearing"
229	53	"UNR"	"Unrelated"	0	512	512	1622	"Hearing"
202	53	"UNR"	"Unrelated"	1	146	146	146	"Hearing"
218	54	"UNR"	"Unrelated"	0	422	422	422	"Hearing"
206	54	"UNR"	"Unrelated"	0	407	407	660	"Hearing"
209	54	"UNR"	"Unrelated"	0	527	527	602	"Hearing"
212	54	"UNR"	"Unrelated"	0	476	476	476	"Hearing"
215	54	"UNR"	"Unrelated"	1	203	540	789	"Hearing"
221	54	"UNR"	"Unrelated"	1	142	248	248	"Hearing"
224	54	"UNR"	"Unrelated"	0	288	288	419	"Hearing"
227	54	"UNR"	"Unrelated"	0	85	85	354	"Hearing"
230	54	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
203	54	"UNR"	"Unrelated"	0	221	366	577	"Hearing"
204	55	"UNR"	"Unrelated"	1	355	355	402	"Hearing"
207	55	"UNR"	"Unrelated"	0	279	279	754	"Hearing"
210	55	"UNR"	"Unrelated"	0	194	194	402	"Hearing"
213	55	"UNR"	"Unrelated"	0	119	119	119	"Hearing"
216	55	"UNR"	"Unrelated"	0	505	505	505	"Hearing"
219	55	"UNR"	"Unrelated"	0	208	208	1041	"Hearing"
222	55	"UNR"	"Unrelated"	0	226	396	546	"Hearing"
225	55	"UNR"	"Unrelated"	0	182	182	482	"Hearing"
228	55	"UNR"	"Unrelated"	0	189	189	540	"Hearing"
201	55	"UNR"	"Unrelated"	0	168	168	168	"Hearing"
205	56	"UNR"	"Unrelated"	0	321	321	998	"Hearing"
208	56	"UNR"	"Unrelated"	0	110	110	295	"Hearing"
211	56	"UNR"	"Unrelated"	0	324	324	1650	"Hearing"
214	56	"UNR"	"Unrelated"	0	371	371	526	"Hearing"
217	56	"UNR"	"Unrelated"	0	285	285	547	"Hearing"
220	56	"UNR"	"Unrelated"	0	699	699	1024	"Hearing"
223	56	"UNR"	"Unrelated"	0	181	804	804	"Hearing"
226	56	"UNR"	"Unrelated"	0	222	222	2387	"Hearing"
229	56	"UNR"	"Unrelated"	0	122	122	122	"Hearing"
202	56	"UNR"	"Unrelated"	0	134	1189	1189	"Hearing"
218	57	"UNR"	"Unrelated"	0	78	78	678	"Hearing"
206	57	"UNR"	"Unrelated"	0	169	169	1152	"Hearing"
209	57	"UNR"	"Unrelated"	0	144	144	258	"Hearing"
212	57	"UNR"	"Unrelated"	0	78	78	341	"Hearing"
215	57	"UNR"	"Unrelated"	0	538	728	1478	"Hearing"
221	57	"UNR"	"Unrelated"	0	105	105	353	"Hearing"
224	57	"UNR"	"Unrelated"	0	332	332	1501	"Hearing"
227	57	"UNR"	"Unrelated"	0	126	126	291	"Hearing"
230	57	"UNR"	"Unrelated"	0	329	329	476	"Hearing"
203	57	"UNR"	"Unrelated"	0	121	121	718	"Hearing"
204	58	"UNR"	"Unrelated"	0	60	209	806	"Hearing"
207	58	"UNR"	"Unrelated"	0	162	478	1035	"Hearing"
210	58	"UNR"	"Unrelated"	0	189	406	406	"Hearing"
213	58	"UNR"	"Unrelated"	0	473	473	909	"Hearing"
216	58	"UNR"	"Unrelated"	0	162	162	492	"Hearing"
219	58	"UNR"	"Unrelated"	0	301	301	516	"Hearing"
222	58	"UNR"	"Unrelated"	0	279	279	279	"Hearing"
225	58	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
228	58	"UNR"	"Unrelated"	0	177	320	560	"Hearing"
201	58	"UNR"	"Unrelated"	0	187	187	187	"Hearing"
205	59	"UNR"	"Unrelated"	0	323	323	1108	"Hearing"
208	59	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
211	59	"UNR"	"Unrelated"	0	195	195	1676	"Hearing"
214	59	"UNR"	"Unrelated"	0	457	556	556	"Hearing"
217	59	"UNR"	"Unrelated"	0	221	221	328	"Hearing"
220	59	"UNR"	"Unrelated"	0	115	115	323	"Hearing"
223	59	"UNR"	"Unrelated"	0	150	150	386	"Hearing"
226	59	"UNR"	"Unrelated"	0	128	128	606	"Hearing"
229	59	"UNR"	"Unrelated"	0	300	300	434	"Hearing"
202	59	"UNR"	"Unrelated"	0	197	197	379	"Hearing"
218	60	"UNR"	"Unrelated"	0	127	127	400	"Hearing"
206	60	"UNR"	"Unrelated"	0	564	715	1090	"Hearing"
209	60	"UNR"	"Unrelated"	0	414	494	494	"Hearing"
212	60	"UNR"	"Unrelated"	0	340	481	481	"Hearing"
215	60	"UNR"	"Unrelated"	1	279	279	557	"Hearing"
221	60	"UNR"	"Unrelated"	0	137	137	137	"Hearing"
224	60	"UNR"	"Unrelated"	1	260	260	1681	"Hearing"
227	60	"UNR"	"Unrelated"	0	353	353	406	"Hearing"
230	60	"UNR"	"Unrelated"	1	159	159	159	"Hearing"
203	60	"UNR"	"Unrelated"	0	155	1613	1613	"Hearing"
204	61	"UNR"	"Unrelated"	0	634	634	1192	"Hearing"
207	61	"UNR"	"Unrelated"	1	285	285	461	"Hearing"
210	61	"UNR"	"Unrelated"	1	319	319	319	"Hearing"
213	61	"UNR"	"Unrelated"	0	134	281	281	"Hearing"
216	61	"UNR"	"Unrelated"	0	314	454	454	"Hearing"
219	61	"UNR"	"Unrelated"	0	165	165	165	"Hearing"
222	61	"UNR"	"Unrelated"	0	153	153	153	"Hearing"
225	61	"UNR"	"Unrelated"	0	223	416	416	"Hearing"
228	61	"UNR"	"Unrelated"	0	101	101	188	"Hearing"
201	61	"UNR"	"Unrelated"	1	176	637	637	"Hearing"
205	62	"UNR"	"Unrelated"	0	150	575	1096	"Hearing"
208	62	"UNR"	"Unrelated"	0	159	159	331	"Hearing"
211	62	"UNR"	"Unrelated"	1	475	475	2283	"Hearing"
214	62	"UNR"	"Unrelated"	1	246	246	246	"Hearing"
217	62	"UNR"	"Unrelated"	0	217	217	217	"Hearing"
220	62	"UNR"	"Unrelated"	0	164	250	501	"Hearing"
223	62	"UNR"	"Unrelated"	0	204	204	775	"Hearing"
226	62	"UNR"	"Unrelated"	0	304	304	564	"Hearing"
229	62	"UNR"	"Unrelated"	0	198	198	198	"Hearing"
202	62	"UNR"	"Unrelated"	0	218	218	853	"Hearing"
218	63	"UNR"	"Unrelated"	0	250	250	250	"Hearing"
206	63	"UNR"	"Unrelated"	0	561	1221	1623	"Hearing"
209	63	"UNR"	"Unrelated"	0	509	509	680	"Hearing"
212	63	"UNR"	"Unrelated"	0	300	300	889	"Hearing"
215	63	"UNR"	"Unrelated"	0	315	420	1455	"Hearing"
221	63	"UNR"	"Unrelated"	0	130	274	274	"Hearing"
224	63	"UNR"	"Unrelated"	0	217	792	792	"Hearing"
227	63	"UNR"	"Unrelated"	0	271	1150	1150	"Hearing"
230	63	"UNR"	"Unrelated"	1	270	270	576	"Hearing"
203	63	"UNR"	"Unrelated"	0	452	566	566	"Hearing"
204	64	"UNR"	"Unrelated"	0	491	491	491	"Hearing"
207	64	"UNR"	"Unrelated"	0	367	499	696	"Hearing"
210	64	"UNR"	"Unrelated"	0	294	294	652	"Hearing"
213	64	"UNR"	"Unrelated"	0	148	148	148	"Hearing"
216	64	"UNR"	"Unrelated"	0	252	252	407	"Hearing"
219	64	"UNR"	"Unrelated"	0	177	177	177	"Hearing"
222	64	"UNR"	"Unrelated"	0	248	248	248	"Hearing"
225	64	"UNR"	"Unrelated"	0	241	241	1331	"Hearing"
228	64	"UNR"	"Unrelated"	0	139	139	238	"Hearing"
201	64	"UNR"	"Unrelated"	0	142	142	421	"Hearing"
205	65	"UNR"	"Unrelated"	0	316	316	1175	"Hearing"
208	65	"UNR"	"Unrelated"	1	246	246	246	"Hearing"
211	65	"UNR"	"Unrelated"	0	169	169	3102	"Hearing"
214	65	"UNR"	"Unrelated"	1	385	598	598	"Hearing"
217	65	"UNR"	"Unrelated"	1	412	824	1230	"Hearing"
220	65	"UNR"	"Unrelated"	0	380	380	808	"Hearing"
223	65	"UNR"	"Unrelated"	0	491	817	926	"Hearing"
226	65	"UNR"	"Unrelated"	0	267	267	473	"Hearing"
229	65	"UNR"	"Unrelated"	0	240	493	1262	"Hearing"
202	65	"UNR"	"Unrelated"	1	131	721	1098	"Hearing"
218	66	"UNR"	"Unrelated"	0	128	128	676	"Hearing"
206	66	"UNR"	"Unrelated"	0	103	281	623	"Hearing"
209	66	"UNR"	"Unrelated"	1	273	273	566	"Hearing"
212	66	"UNR"	"Unrelated"	0	588	588	736	"Hearing"
215	66	"UNR"	"Unrelated"	1	384	384	384	"Hearing"
221	66	"UNR"	"Unrelated"	1	224	224	385	"Hearing"
224	66	"UNR"	"Unrelated"	0	389	539	539	"Hearing"
227	66	"UNR"	"Unrelated"	0	186	458	458	"Hearing"
230	66	"UNR"	"Unrelated"	0	32	32	663	"Hearing"
203	66	"UNR"	"Unrelated"	0	307	307	639	"Hearing"
204	67	"UNR"	"Unrelated"	0	507	507	507	"Hearing"
207	67	"UNR"	"Unrelated"	0	603	603	808	"Hearing"
210	67	"UNR"	"Unrelated"	0	368	368	368	"Hearing"
213	67	"UNR"	"Unrelated"	0	94	94	303	"Hearing"
216	67	"UNR"	"Unrelated"	0	154	154	306	"Hearing"
219	67	"UNR"	"Unrelated"	0	444	609	1160	"Hearing"
222	67	"UNR"	"Unrelated"	0	330	330	330	"Hearing"
225	67	"UNR"	"Unrelated"	0	183	183	1280	"Hearing"
228	67	"UNR"	"Unrelated"	0	280	280	280	"Hearing"
201	67	"UNR"	"Unrelated"	0	320	320	474	"Hearing"
205	68	"UNR"	"Unrelated"	0	232	232	930	"Hearing"
208	68	"UNR"	"Unrelated"	0	198	279	279	"Hearing"
211	68	"UNR"	"Unrelated"	0	272	272	1945	"Hearing"
214	68	"UNR"	"Unrelated"	0	479	479	611	"Hearing"
217	68	"UNR"	"Unrelated"	0	223	223	223	"Hearing"
220	68	"UNR"	"Unrelated"	0	358	824	824	"Hearing"
223	68	"UNR"	"Unrelated"	0	415	415	1154	"Hearing"
226	68	"UNR"	"Unrelated"	0	219	219	219	"Hearing"
229	68	"UNR"	"Unrelated"	0	306	550	550	"Hearing"
202	68	"UNR"	"Unrelated"	0	131	131	131	"Hearing"
218	69	"UNR"	"Unrelated"	0	320	320	320	"Hearing"
206	69	"UNR"	"Unrelated"	1	123	123	354	"Hearing"
209	69	"UNR"	"Unrelated"	0	166	572	621	"Hearing"
212	69	"UNR"	"Unrelated"	0	95	95	95	"Hearing"
215	69	"UNR"	"Unrelated"	1	156	156	402	"Hearing"
221	69	"UNR"	"Unrelated"	1	111	111	199	"Hearing"
224	69	"UNR"	"Unrelated"	0	282	494	893	"Hearing"
227	69	"UNR"	"Unrelated"	0	432	432	432	"Hearing"
230	69	"UNR"	"Unrelated"	0	218	218	218	"Hearing"
203	69	"UNR"	"Unrelated"	0	244	244	379	"Hearing"
204	70	"UNR"	"Unrelated"	0	333	333	333	"Hearing"
207	70	"UNR"	"Unrelated"	0	381	381	705	"Hearing"
210	70	"UNR"	"Unrelated"	0	333	483	763	"Hearing"
213	70	"UNR"	"Unrelated"	0	119	119	492	"Hearing"
216	70	"UNR"	"Unrelated"	0	390	390	390	"Hearing"
219	70	"UNR"	"Unrelated"	0	148	148	357	"Hearing"
222	70	"UNR"	"Unrelated"	0	174	338	338	"Hearing"
225	70	"UNR"	"Unrelated"	0	573	821	1535	"Hearing"
228	70	"UNR"	"Unrelated"	0	226	226	226	"Hearing"
201	70	"UNR"	"Unrelated"	0	299	299	299	"Hearing"
205	71	"UNR"	"Unrelated"	0	131	131	2336	"Hearing"
208	71	"UNR"	"Unrelated"	0	200	200	295	"Hearing"
211	71	"UNR"	"Unrelated"	0	236	236	1304	"Hearing"
214	71	"UNR"	"Unrelated"	0	360	712	712	"Hearing"
217	71	"UNR"	"Unrelated"	0	508	508	508	"Hearing"
220	71	"UNR"	"Unrelated"	0	178	788	788	"Hearing"
223	71	"UNR"	"Unrelated"	0	160	160	950	"Hearing"
226	71	"UNR"	"Unrelated"	1	174	324	324	"Hearing"
229	71	"UNR"	"Unrelated"	0	243	243	819	"Hearing"
202	71	"UNR"	"Unrelated"	0	163	163	333	"Hearing"
218	72	"UNR"	"Unrelated"	0	188	188	188	"Hearing"
206	72	"UNR"	"Unrelated"	0	401	759	1432	"Hearing"
209	72	"UNR"	"Unrelated"	0	130	130	357	"Hearing"
212	72	"UNR"	"Unrelated"	0	293	293	460	"Hearing"
215	72	"UNR"	"Unrelated"	0	357	357	1065	"Hearing"
221	72	"UNR"	"Unrelated"	0	196	196	311	"Hearing"
224	72	"UNR"	"Unrelated"	0	57	57	374	"Hearing"
227	72	"UNR"	"Unrelated"	0	396	396	633	"Hearing"
230	72	"UNR"	"Unrelated"	0	295	295	1152	"Hearing"
203	72	"UNR"	"Unrelated"	0	481	481	673	"Hearing"
204	73	"UNR"	"Unrelated"	0	50	493	493	"Hearing"
207	73	"UNR"	"Unrelated"	0	103	253	517	"Hearing"
210	73	"UNR"	"Unrelated"	0	506	506	537	"Hearing"
213	73	"UNR"	"Unrelated"	0	181	181	613	"Hearing"
216	73	"UNR"	"Unrelated"	0	158	158	448	"Hearing"
219	73	"UNR"	"Unrelated"	0	272	272	393	"Hearing"
222	73	"UNR"	"Unrelated"	0	410	410	410	"Hearing"
225	73	"UNR"	"Unrelated"	0	240	240	855	"Hearing"
228	73	"UNR"	"Unrelated"	0	367	367	725	"Hearing"
201	73	"UNR"	"Unrelated"	0	308	308	661	"Hearing"
205	74	"UNR"	"Unrelated"	0	217	340	1712	"Hearing"
208	74	"UNR"	"Unrelated"	0	124	124	124	"Hearing"
211	74	"UNR"	"Unrelated"	1	81	239	1257	"Hearing"
214	74	"UNR"	"Unrelated"	0	307	464	464	"Hearing"
217	74	"UNR"	"Unrelated"	0	285	285	285	"Hearing"
220	74	"UNR"	"Unrelated"	0	223	547	547	"Hearing"
223	74	"UNR"	"Unrelated"	0	338	338	760	"Hearing"
226	74	"UNR"	"Unrelated"	0	318	570	887	"Hearing"
229	74	"UNR"	"Unrelated"	0	315	315	571	"Hearing"
202	74	"UNR"	"Unrelated"	0	175	471	471	"Hearing"
218	75	"UNR"	"Unrelated"	0	384	384	384	"Hearing"
206	75	"UNR"	"Unrelated"	0	159	260	526	"Hearing"
209	75	"UNR"	"Unrelated"	0	297	297	297	"Hearing"
212	75	"UNR"	"Unrelated"	1	218	614	614	"Hearing"
215	75	"UNR"	"Unrelated"	0	180	920	1057	"Hearing"
221	75	"UNR"	"Unrelated"	0	190	190	320	"Hearing"
224	75	"UNR"	"Unrelated"	1	199	199	384	"Hearing"
227	75	"UNR"	"Unrelated"	0	506	506	798	"Hearing"
230	75	"UNR"	"Unrelated"	0	217	307	893	"Hearing"
203	75	"UNR"	"Unrelated"	0	182	583	1374	"Hearing"
204	76	"UNR"	"Unrelated"	0	542	542	542	"Hearing"
207	76	"UNR"	"Unrelated"	1	430	430	430	"Hearing"
210	76	"UNR"	"Unrelated"	0	248	248	248	"Hearing"
213	76	"UNR"	"Unrelated"	0	159	159	159	"Hearing"
216	76	"UNR"	"Unrelated"	0	378	378	617	"Hearing"
219	76	"UNR"	"Unrelated"	0	356	356	356	"Hearing"
