"Participant"	"Frame"	"Preview"	"Sign"	"Pre_Target_Skip"	"FFD_ms"	"GD_ms"	"TRT_ms"	"Group"
212	32	"SIGN"	"HL"	0	255	255	255	"Hearing"
215	32	"SIGN"	"HL"	0	285	462	462	"Hearing"
221	32	"SIGN"	"HL"	1	139	139	660	"Hearing"
224	32	"SIGN"	"HL"	0	231	714	889	"Hearing"
227	32	"SIGN"	"HL"	0	240	240	240	"Hearing"
230	32	"SIGN"	"HL"	0	391	391	391	"Hearing"
203	32	"SIGN"	"HL"	0	642	642	642	"Hearing"
204	33	"SIGN"	"HL"	0	205	205	436	"Hearing"
207	33	"SIGN"	"HL"	0	237	237	448	"Hearing"
210	33	"SIGN"	"HL"	0	265	265	265	"Hearing"
213	33	"SIGN"	"HL"	0	156	349	438	"Hearing"
216	33	"SIGN"	"HL"	0	413	413	413	"Hearing"
219	33	"SIGN"	"HL"	1	184	184	184	"Hearing"
222	33	"SIGN"	"HL"	0	210	210	210	"Hearing"
225	33	"SIGN"	"HL"	0	214	214	406	"Hearing"
228	33	"SIGN"	"HL"	0	133	557	557	"Hearing"
201	33	"SIGN"	"HL"	0	325	325	458	"Hearing"
205	34	"SIGN"	"HL"	0	187	187	941	"Hearing"
208	34	"SIGN"	"HL"	0	254	254	254	"Hearing"
211	34	"SIGN"	"HL"	1	164	164	2333	"Hearing"
214	34	"SIGN"	"HL"	0	136	136	354	"Hearing"
217	34	"SIGN"	"HL"	1	704	704	704	"Hearing"
220	34	"SIGN"	"HL"	0	239	239	451	"Hearing"
223	34	"SIGN"	"HL"	0	298	298	298	"Hearing"
226	34	"SIGN"	"HL"	0	122	358	358	"Hearing"
229	34	"SIGN"	"HL"	0	265	265	567	"Hearing"
202	34	"SIGN"	"HL"	0	142	783	885	"Hearing"
218	35	"SIGN"	"HL"	0	231	231	231	"Hearing"
206	35	"SIGN"	"HL"	0	455	581	775	"Hearing"
209	35	"SIGN"	"HL"	0	332	332	445	"Hearing"
212	35	"SIGN"	"HL"	0	167	167	363	"Hearing"
215	35	"SIGN"	"HL"	0	445	871	1348	"Hearing"
221	35	"SIGN"	"HL"	1	170	317	543	"Hearing"
224	35	"SIGN"	"HL"	1	218	218	476	"Hearing"
227	35	"SIGN"	"HL"	1	408	408	830	"Hearing"
230	35	"SIGN"	"HL"	0	412	546	546	"Hearing"
203	35	"SIGN"	"HL"	1	561	561	861	"Hearing"
204	36	"SIGN"	"HL"	0	127	202	607	"Hearing"
207	36	"SIGN"	"HL"	1	204	204	204	"Hearing"
210	36	"SIGN"	"HL"	0	221	221	373	"Hearing"
213	36	"SIGN"	"HL"	0	256	386	564	"Hearing"
216	36	"SIGN"	"HL"	1	496	496	637	"Hearing"
219	36	"SIGN"	"HL"	1	155	155	382	"Hearing"
222	36	"SIGN"	"HL"	1	218	218	589	"Hearing"
225	36	"SIGN"	"HL"	0	295	295	595	"Hearing"
228	36	"SIGN"	"HL"	0	325	325	516	"Hearing"
201	36	"SIGN"	"HL"	0	487	487	487	"Hearing"
205	37	"SIGN"	"HLM"	0	125	264	1576	"Hearing"
208	37	"SIGN"	"HLM"	0	165	165	165	"Hearing"
211	37	"SIGN"	"HLM"	0	212	212	1487	"Hearing"
214	37	"SIGN"	"HLM"	0	449	449	449	"Hearing"
217	37	"SIGN"	"HLM"	0	680	680	680	"Hearing"
220	37	"SIGN"	"HLM"	0	319	319	319	"Hearing"
223	37	"SIGN"	"HLM"	0	194	194	346	"Hearing"
226	37	"SIGN"	"HLM"	0	325	325	648	"Hearing"
229	37	"SIGN"	"HLM"	0	152	152	348	"Hearing"
202	37	"SIGN"	"HLM"	0	139	139	139	"Hearing"
218	38	"SIGN"	"HL"	0	428	727	727	"Hearing"
206	38	"SIGN"	"HL"	1	382	516	713	"Hearing"
209	38	"SIGN"	"HL"	0	373	373	494	"Hearing"
212	38	"SIGN"	"HL"	0	218	218	218	"Hearing"
215	38	"SIGN"	"HL"	1	367	598	739	"Hearing"
221	38	"SIGN"	"HL"	0	155	292	429	"Hearing"
224	38	"SIGN"	"HL"	0	265	265	424	"Hearing"
227	38	"SIGN"	"HL"	0	263	344	460	"Hearing"
230	38	"SIGN"	"HL"	0	427	427	427	"Hearing"
203	38	"SIGN"	"HL"	1	364	605	605	"Hearing"
204	39	"SIGN"	"HL"	1	550	550	618	"Hearing"
207	39	"SIGN"	"HL"	0	NA	NA	0	"Hearing"
210	39	"SIGN"	"HL"	0	213	434	584	"Hearing"
213	39	"SIGN"	"HL"	1	320	320	320	"Hearing"
216	39	"SIGN"	"HL"	0	285	285	445	"Hearing"
219	39	"SIGN"	"HL"	0	181	181	181	"Hearing"
222	39	"SIGN"	"HL"	0	194	194	321	"Hearing"
225	39	"SIGN"	"HL"	0	114	114	114	"Hearing"
228	39	"SIGN"	"HL"	0	376	565	644	"Hearing"
201	39	"SIGN"	"HL"	0	254	840	840	"Hearing"
205	40	"SIGN"	"HL"	0	125	125	1142	"Hearing"
208	40	"SIGN"	"HL"	0	191	191	316	"Hearing"
211	40	"SIGN"	"HL"	0	417	1684	3055	"Hearing"
214	40	"SIGN"	"HL"	0	229	229	425	"Hearing"
217	40	"SIGN"	"HL"	0	250	250	498	"Hearing"
220	40	"SIGN"	"HL"	0	194	194	331	"Hearing"
223	40	"SIGN"	"HL"	0	295	295	295	"Hearing"
226	40	"SIGN"	"HL"	1	216	351	979	"Hearing"
229	40	"SIGN"	"HL"	0	412	412	412	"Hearing"
202	40	"SIGN"	"HL"	0	343	343	343	"Hearing"
204	1	"UNR"	"Unrelated"	0	323	323	833	"Hearing"
207	1	"UNR"	"Unrelated"	0	184	184	184	"Hearing"
210	1	"UNR"	"Unrelated"	0	201	201	201	"Hearing"
213	1	"UNR"	"Unrelated"	0	148	148	415	"Hearing"
216	1	"UNR"	"Unrelated"	0	380	380	380	"Hearing"
219	1	"UNR"	"Unrelated"	0	248	248	248	"Hearing"
222	1	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
225	1	"UNR"	"Unrelated"	0	167	446	446	"Hearing"
228	1	"UNR"	"Unrelated"	0	409	409	651	"Hearing"
201	1	"UNR"	"Unrelated"	0	312	312	493	"Hearing"
205	2	"UNR"	"Unrelated"	0	344	344	1255	"Hearing"
208	2	"UNR"	"Unrelated"	0	393	459	459	"Hearing"
211	2	"UNR"	"Unrelated"	0	298	298	1077	"Hearing"
214	2	"UNR"	"Unrelated"	0	195	195	560	"Hearing"
217	2	"UNR"	"Unrelated"	0	257	257	389	"Hearing"
220	2	"UNR"	"Unrelated"	0	183	183	696	"Hearing"
223	2	"UNR"	"Unrelated"	0	136	577	577	"Hearing"
226	2	"UNR"	"Unrelated"	0	102	460	595	"Hearing"
229	2	"UNR"	"Unrelated"	0	178	178	529	"Hearing"
202	2	"UNR"	"Unrelated"	0	354	354	463	"Hearing"
218	3	"UNR"	"Unrelated"	0	265	265	265	"Hearing"
206	3	"UNR"	"Unrelated"	0	703	839	1188	"Hearing"
209	3	"UNR"	"Unrelated"	0	85	85	376	"Hearing"
212	3	"UNR"	"Unrelated"	0	489	637	1107	"Hearing"
215	3	"UNR"	"Unrelated"	0	602	1083	1872	"Hearing"
221	3	"UNR"	"Unrelated"	0	119	239	412	"Hearing"
224	3	"UNR"	"Unrelated"	0	173	173	802	"Hearing"
227	3	"UNR"	"Unrelated"	0	405	405	405	"Hearing"
230	3	"UNR"	"Unrelated"	0	155	155	457	"Hearing"
203	3	"UNR"	"Unrelated"	0	304	1322	1322	"Hearing"
204	4	"UNR"	"Unrelated"	0	163	163	387	"Hearing"
207	4	"UNR"	"Unrelated"	0	363	363	614	"Hearing"
210	4	"UNR"	"Unrelated"	0	144	144	510	"Hearing"
213	4	"UNR"	"Unrelated"	0	558	558	1962	"Hearing"
216	4	"UNR"	"Unrelated"	1	172	172	744	"Hearing"
219	4	"UNR"	"Unrelated"	0	209	209	501	"Hearing"
222	4	"UNR"	"Unrelated"	1	162	162	403	"Hearing"
225	4	"UNR"	"Unrelated"	1	179	179	179	"Hearing"
228	4	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
201	4	"UNR"	"Unrelated"	0	128	529	529	"Hearing"
205	5	"UNR"	"Unrelated"	0	266	266	686	"Hearing"
208	5	"UNR"	"Unrelated"	0	119	119	359	"Hearing"
211	5	"UNR"	"Unrelated"	1	249	645	1005	"Hearing"
214	5	"UNR"	"Unrelated"	0	192	192	347	"Hearing"
217	5	"UNR"	"Unrelated"	0	212	212	212	"Hearing"
220	5	"UNR"	"Unrelated"	0	252	496	496	"Hearing"
223	5	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
226	5	"UNR"	"Unrelated"	0	215	734	734	"Hearing"
229	5	"UNR"	"Unrelated"	0	359	359	359	"Hearing"
202	5	"UNR"	"Unrelated"	1	154	154	154	"Hearing"
218	6	"UNR"	"Unrelated"	0	273	273	419	"Hearing"
206	6	"UNR"	"Unrelated"	0	197	197	2404	"Hearing"
209	6	"UNR"	"Unrelated"	0	133	133	228	"Hearing"
212	6	"UNR"	"Unrelated"	0	171	389	564	"Hearing"
215	6	"UNR"	"Unrelated"	0	181	181	1115	"Hearing"
221	6	"UNR"	"Unrelated"	0	96	190	410	"Hearing"
224	6	"UNR"	"Unrelated"	0	243	243	1398	"Hearing"
227	6	"UNR"	"Unrelated"	0	477	477	477	"Hearing"
230	6	"UNR"	"Unrelated"	0	161	161	161	"Hearing"
203	6	"UNR"	"Unrelated"	0	688	688	886	"Hearing"
204	7	"UNR"	"Unrelated"	0	492	492	492	"Hearing"
207	7	"UNR"	"Unrelated"	1	434	434	786	"Hearing"
210	7	"UNR"	"Unrelated"	0	242	242	242	"Hearing"
213	7	"UNR"	"Unrelated"	0	118	390	665	"Hearing"
216	7	"UNR"	"Unrelated"	1	517	517	517	"Hearing"
219	7	"UNR"	"Unrelated"	0	337	337	577	"Hearing"
222	7	"UNR"	"Unrelated"	0	210	210	210	"Hearing"
225	7	"UNR"	"Unrelated"	1	388	528	528	"Hearing"
228	7	"UNR"	"Unrelated"	0	186	348	495	"Hearing"
201	7	"UNR"	"Unrelated"	0	213	213	213	"Hearing"
205	8	"UNR"	"Unrelated"	0	96	96	1256	"Hearing"
208	8	"UNR"	"Unrelated"	0	112	112	162	"Hearing"
211	8	"UNR"	"Unrelated"	0	277	277	654	"Hearing"
214	8	"UNR"	"Unrelated"	0	152	152	336	"Hearing"
217	8	"UNR"	"Unrelated"	0	185	185	394	"Hearing"
220	8	"UNR"	"Unrelated"	0	339	339	339	"Hearing"
223	8	"UNR"	"Unrelated"	0	141	315	414	"Hearing"
226	8	"UNR"	"Unrelated"	0	152	152	692	"Hearing"
229	8	"UNR"	"Unrelated"	1	246	439	439	"Hearing"
202	8	"UNR"	"Unrelated"	0	634	634	792	"Hearing"
218	9	"UNR"	"Unrelated"	0	310	310	310	"Hearing"
206	9	"UNR"	"Unrelated"	0	450	450	1865	"Hearing"
209	9	"UNR"	"Unrelated"	0	238	238	238	"Hearing"
212	9	"UNR"	"Unrelated"	0	400	400	646	"Hearing"
215	9	"UNR"	"Unrelated"	0	202	502	1031	"Hearing"
221	9	"UNR"	"Unrelated"	1	165	165	701	"Hearing"
224	9	"UNR"	"Unrelated"	0	43	43	344	"Hearing"
227	9	"UNR"	"Unrelated"	0	167	513	513	"Hearing"
230	9	"UNR"	"Unrelated"	0	323	323	437	"Hearing"
203	9	"UNR"	"Unrelated"	1	582	880	880	"Hearing"
204	10	"UNR"	"Unrelated"	0	276	276	404	"Hearing"
207	10	"UNR"	"Unrelated"	0	391	391	708	"Hearing"
210	10	"UNR"	"Unrelated"	0	383	383	461	"Hearing"
213	10	"UNR"	"Unrelated"	0	161	886	1866	"Hearing"
216	10	"UNR"	"Unrelated"	0	213	361	526	"Hearing"
219	10	"UNR"	"Unrelated"	0	123	123	123	"Hearing"
222	10	"UNR"	"Unrelated"	0	222	222	222	"Hearing"
225	10	"UNR"	"Unrelated"	0	123	123	978	"Hearing"
228	10	"UNR"	"Unrelated"	0	268	268	683	"Hearing"
201	10	"UNR"	"Unrelated"	0	435	689	775	"Hearing"
205	11	"UNR"	"Unrelated"	1	392	392	1416	"Hearing"
208	11	"UNR"	"Unrelated"	0	137	137	137	"Hearing"
211	11	"UNR"	"Unrelated"	0	501	725	1945	"Hearing"
214	11	"UNR"	"Unrelated"	0	515	595	724	"Hearing"
217	11	"UNR"	"Unrelated"	0	248	248	442	"Hearing"
220	11	"UNR"	"Unrelated"	0	235	235	825	"Hearing"
223	11	"UNR"	"Unrelated"	1	161	161	161	"Hearing"
226	11	"UNR"	"Unrelated"	0	338	338	717	"Hearing"
229	11	"UNR"	"Unrelated"	1	430	430	1178	"Hearing"
202	11	"UNR"	"Unrelated"	0	217	217	427	"Hearing"
218	12	"UNR"	"Unrelated"	0	162	574	574	"Hearing"
206	12	"UNR"	"Unrelated"	0	82	347	737	"Hearing"
209	12	"UNR"	"Unrelated"	0	313	313	313	"Hearing"
212	12	"UNR"	"Unrelated"	0	167	1452	1578	"Hearing"
215	12	"UNR"	"Unrelated"	0	428	1034	1148	"Hearing"
221	12	"UNR"	"Unrelated"	0	171	171	224	"Hearing"
224	12	"UNR"	"Unrelated"	0	181	409	409	"Hearing"
227	12	"UNR"	"Unrelated"	0	139	262	513	"Hearing"
230	12	"UNR"	"Unrelated"	0	216	216	415	"Hearing"
203	12	"UNR"	"Unrelated"	0	167	167	569	"Hearing"
204	13	"UNR"	"Unrelated"	0	321	321	684	"Hearing"
207	13	"UNR"	"Unrelated"	0	315	315	766	"Hearing"
210	13	"UNR"	"Unrelated"	0	223	223	449	"Hearing"
213	13	"UNR"	"Unrelated"	0	144	316	781	"Hearing"
216	13	"UNR"	"Unrelated"	0	190	873	1043	"Hearing"
219	13	"UNR"	"Unrelated"	0	297	297	297	"Hearing"
222	13	"UNR"	"Unrelated"	0	242	242	458	"Hearing"
225	13	"UNR"	"Unrelated"	0	213	304	1504	"Hearing"
228	13	"UNR"	"Unrelated"	1	147	147	764	"Hearing"
201	13	"UNR"	"Unrelated"	0	185	498	498	"Hearing"
205	14	"UNR"	"Unrelated"	1	587	587	3006	"Hearing"
208	14	"UNR"	"Unrelated"	1	100	100	100	"Hearing"
211	14	"UNR"	"Unrelated"	0	132	132	3212	"Hearing"
214	14	"UNR"	"Unrelated"	0	56	56	283	"Hearing"
217	14	"UNR"	"Unrelated"	0	238	238	634	"Hearing"
220	14	"UNR"	"Unrelated"	0	332	931	931	"Hearing"
223	14	"UNR"	"Unrelated"	0	257	257	257	"Hearing"
226	14	"UNR"	"Unrelated"	1	349	349	1723	"Hearing"
229	14	"UNR"	"Unrelated"	0	338	338	338	"Hearing"
202	14	"UNR"	"Unrelated"	0	212	212	212	"Hearing"
218	15	"UNR"	"Unrelated"	1	452	452	784	"Hearing"
206	15	"UNR"	"Unrelated"	0	227	373	1012	"Hearing"
209	15	"UNR"	"Unrelated"	0	806	806	1199	"Hearing"
212	15	"UNR"	"Unrelated"	0	416	416	416	"Hearing"
215	15	"UNR"	"Unrelated"	0	206	522	882	"Hearing"
221	15	"UNR"	"Unrelated"	0	150	537	537	"Hearing"
224	15	"UNR"	"Unrelated"	1	131	565	565	"Hearing"
227	15	"UNR"	"Unrelated"	0	467	683	683	"Hearing"
230	15	"UNR"	"Unrelated"	0	326	326	571	"Hearing"
203	15	"UNR"	"Unrelated"	1	197	431	526	"Hearing"
204	16	"UNR"	"Unrelated"	0	404	404	404	"Hearing"
207	16	"UNR"	"Unrelated"	0	289	289	289	"Hearing"
210	16	"UNR"	"Unrelated"	0	221	221	329	"Hearing"
213	16	"UNR"	"Unrelated"	0	136	136	553	"Hearing"
216	16	"UNR"	"Unrelated"	0	227	227	554	"Hearing"
219	16	"UNR"	"Unrelated"	0	251	251	251	"Hearing"
222	16	"UNR"	"Unrelated"	0	297	297	297	"Hearing"
225	16	"UNR"	"Unrelated"	0	132	132	300	"Hearing"
228	16	"UNR"	"Unrelated"	0	173	395	523	"Hearing"
201	16	"UNR"	"Unrelated"	0	187	187	187	"Hearing"
205	17	"UNR"	"Unrelated"	0	155	155	951	"Hearing"
208	17	"UNR"	"Unrelated"	0	75	75	75	"Hearing"
211	17	"UNR"	"Unrelated"	0	542	682	2901	"Hearing"
214	17	"UNR"	"Unrelated"	0	199	199	395	"Hearing"
217	17	"UNR"	"Unrelated"	1	339	339	821	"Hearing"
220	17	"UNR"	"Unrelated"	0	363	363	686	"Hearing"
223	17	"UNR"	"Unrelated"	0	156	156	318	"Hearing"
226	17	"UNR"	"Unrelated"	0	464	464	1310	"Hearing"
229	17	"UNR"	"Unrelated"	0	365	365	723	"Hearing"
202	17	"UNR"	"Unrelated"	0	230	230	966	"Hearing"
218	18	"UNR"	"Unrelated"	0	172	172	363	"Hearing"
206	18	"UNR"	"Unrelated"	0	516	516	660	"Hearing"
209	18	"UNR"	"Unrelated"	0	149	149	755	"Hearing"
212	18	"UNR"	"Unrelated"	0	284	284	495	"Hearing"
215	18	"UNR"	"Unrelated"	0	192	631	768	"Hearing"
221	18	"UNR"	"Unrelated"	0	97	97	301	"Hearing"
224	18	"UNR"	"Unrelated"	0	229	229	229	"Hearing"
227	18	"UNR"	"Unrelated"	0	141	141	497	"Hearing"
230	18	"UNR"	"Unrelated"	0	309	670	798	"Hearing"
203	18	"UNR"	"Unrelated"	0	539	539	539	"Hearing"
204	19	"UNR"	"Unrelated"	0	450	450	651	"Hearing"
207	19	"UNR"	"Unrelated"	0	453	453	532	"Hearing"
210	19	"UNR"	"Unrelated"	0	280	280	280	"Hearing"
213	19	"UNR"	"Unrelated"	0	171	171	171	"Hearing"
216	19	"UNR"	"Unrelated"	0	455	455	455	"Hearing"
219	19	"UNR"	"Unrelated"	1	207	207	207	"Hearing"
222	19	"UNR"	"Unrelated"	0	232	232	232	"Hearing"
225	19	"UNR"	"Unrelated"	0	401	401	762	"Hearing"
228	19	"UNR"	"Unrelated"	0	150	631	814	"Hearing"
201	19	"UNR"	"Unrelated"	0	147	354	354	"Hearing"
205	20	"UNR"	"Unrelated"	0	367	367	1900	"Hearing"
208	20	"UNR"	"Unrelated"	0	122	122	151	"Hearing"
211	20	"UNR"	"Unrelated"	0	465	465	2570	"Hearing"
214	20	"UNR"	"Unrelated"	0	255	255	255	"Hearing"
217	20	"UNR"	"Unrelated"	0	458	458	765	"Hearing"
220	20	"UNR"	"Unrelated"	0	382	599	599	"Hearing"
223	20	"UNR"	"Unrelated"	0	58	58	649	"Hearing"
226	20	"UNR"	"Unrelated"	1	311	633	633	"Hearing"
229	20	"UNR"	"Unrelated"	1	475	475	924	"Hearing"
202	20	"UNR"	"Unrelated"	0	177	177	177	"Hearing"
218	21	"UNR"	"Unrelated"	0	174	174	489	"Hearing"
206	21	"UNR"	"Unrelated"	0	105	105	541	"Hearing"
209	21	"UNR"	"Unrelated"	0	183	183	368	"Hearing"
212	21	"UNR"	"Unrelated"	1	138	138	138	"Hearing"
215	21	"UNR"	"Unrelated"	0	405	717	1594	"Hearing"
221	21	"UNR"	"Unrelated"	0	137	137	137	"Hearing"
224	21	"UNR"	"Unrelated"	1	296	533	953	"Hearing"
227	21	"UNR"	"Unrelated"	1	583	583	617	"Hearing"
230	21	"UNR"	"Unrelated"	0	146	146	364	"Hearing"
203	21	"UNR"	"Unrelated"	0	637	637	637	"Hearing"
204	22	"UNR"	"Unrelated"	0	581	581	581	"Hearing"
207	22	"UNR"	"Unrelated"	0	279	279	696	"Hearing"
210	22	"UNR"	"Unrelated"	0	214	214	526	"Hearing"
213	22	"UNR"	"Unrelated"	1	153	153	153	"Hearing"
216	22	"UNR"	"Unrelated"	0	211	368	531	"Hearing"
219	22	"UNR"	"Unrelated"	0	230	230	387	"Hearing"
222	22	"UNR"	"Unrelated"	0	324	324	659	"Hearing"
225	22	"UNR"	"Unrelated"	0	153	372	511	"Hearing"
228	22	"UNR"	"Unrelated"	0	139	545	1014	"Hearing"
201	22	"UNR"	"Unrelated"	0	123	123	307	"Hearing"
205	23	"UNR"	"Unrelated"	0	260	260	1508	"Hearing"
208	23	"UNR"	"Unrelated"	0	137	137	413	"Hearing"
211	23	"UNR"	"Unrelated"	0	239	239	1270	"Hearing"
214	23	"UNR"	"Unrelated"	0	330	537	537	"Hearing"
217	23	"UNR"	"Unrelated"	1	183	183	692	"Hearing"
220	23	"UNR"	"Unrelated"	0	349	1406	1406	"Hearing"
223	23	"UNR"	"Unrelated"	0	116	116	307	"Hearing"
226	23	"UNR"	"Unrelated"	0	138	396	567	"Hearing"
229	23	"UNR"	"Unrelated"	0	284	284	1235	"Hearing"
202	23	"UNR"	"Unrelated"	0	150	150	220	"Hearing"
218	24	"UNR"	"Unrelated"	0	177	410	410	"Hearing"
206	24	"UNR"	"Unrelated"	1	188	188	284	"Hearing"
209	24	"UNR"	"Unrelated"	1	NA	NA	0	"Hearing"
212	24	"UNR"	"Unrelated"	0	216	637	637	"Hearing"
215	24	"UNR"	"Unrelated"	0	167	227	293	"Hearing"
221	24	"UNR"	"Unrelated"	0	194	194	194	"Hearing"
224	24	"UNR"	"Unrelated"	1	370	370	370	"Hearing"
227	24	"UNR"	"Unrelated"	0	434	543	543	"Hearing"
230	24	"UNR"	"Unrelated"	0	275	275	275	"Hearing"
203	24	"UNR"	"Unrelated"	0	283	283	283	"Hearing"
204	25	"UNR"	"Unrelated"	0	560	817	817	"Hearing"
207	25	"UNR"	"Unrelated"	0	309	452	452	"Hearing"
210	25	"UNR"	"Unrelated"	0	326	387	387	"Hearing"
213	25	"UNR"	"Unrelated"	1	124	124	551	"Hearing"
216	25	"UNR"	"Unrelated"	0	509	641	641	"Hearing"
219	25	"UNR"	"Unrelated"	0	158	158	763	"Hearing"
222	25	"UNR"	"Unrelated"	1	213	213	213	"Hearing"
225	25	"UNR"	"Unrelated"	0	198	198	483	"Hearing"
228	25	"UNR"	"Unrelated"	1	139	557	656	"Hearing"
201	25	"UNR"	"Unrelated"	0	133	133	678	"Hearing"
205	26	"UNR"	"Unrelated"	0	253	273	692	"Hearing"
208	26	"UNR"	"Unrelated"	0	107	107	283	"Hearing"
211	26	"UNR"	"Unrelated"	0	364	364	4369	"Hearing"
214	26	"UNR"	"Unrelated"	0	227	300	360	"Hearing"
217	26	"UNR"	"Unrelated"	0	455	693	882	"Hearing"
220	26	"UNR"	"Unrelated"	0	160	160	1216	"Hearing"
223	26	"UNR"	"Unrelated"	0	313	313	313	"Hearing"
226	26	"UNR"	"Unrelated"	1	323	488	915	"Hearing"
229	26	"UNR"	"Unrelated"	0	156	298	1407	"Hearing"
202	26	"UNR"	"Unrelated"	0	59	59	59	"Hearing"
218	27	"UNR"	"Unrelated"	0	152	152	431	"Hearing"
206	27	"UNR"	"Unrelated"	0	188	188	444	"Hearing"
209	27	"UNR"	"Unrelated"	0	411	411	616	"Hearing"
212	27	"UNR"	"Unrelated"	0	176	176	176	"Hearing"
215	27	"UNR"	"Unrelated"	0	331	331	553	"Hearing"
221	27	"UNR"	"Unrelated"	0	147	147	253	"Hearing"
224	27	"UNR"	"Unrelated"	0	169	169	314	"Hearing"
227	27	"UNR"	"Unrelated"	0	499	957	1055	"Hearing"
230	27	"UNR"	"Unrelated"	0	146	146	371	"Hearing"
203	27	"UNR"	"Unrelated"	0	140	140	339	"Hearing"
204	28	"UNR"	"Unrelated"	0	488	488	717	"Hearing"
207	28	"UNR"	"Unrelated"	0	188	188	188	"Hearing"
210	28	"UNR"	"Unrelated"	0	239	239	239	"Hearing"
213	28	"UNR"	"Unrelated"	0	85	85	371	"Hearing"
216	28	"UNR"	"Unrelated"	0	196	477	477	"Hearing"
219	28	"UNR"	"Unrelated"	0	216	216	216	"Hearing"
222	28	"UNR"	"Unrelated"	0	191	191	191	"Hearing"
225	28	"UNR"	"Unrelated"	0	215	383	383	"Hearing"
228	28	"UNR"	"Unrelated"	0	308	528	676	"Hearing"
201	28	"UNR"	"Unrelated"	0	351	581	581	"Hearing"
205	29	"UNR"	"Unrelated"	0	503	797	1943	"Hearing"
208	29	"UNR"	"Unrelated"	0	95	95	255	"Hearing"
211	29	"UNR"	"Unrelated"	0	329	492	2522	"Hearing"
214	29	"UNR"	"Unrelated"	0	312	312	1012	"Hearing"
217	29	"UNR"	"Unrelated"	0	158	158	372	"Hearing"
220	29	"UNR"	"Unrelated"	0	418	418	418	"Hearing"
223	29	"UNR"	"Unrelated"	0	285	536	1154	"Hearing"
226	29	"UNR"	"Unrelated"	1	440	440	2419	"Hearing"
229	29	"UNR"	"Unrelated"	0	382	382	740	"Hearing"
202	29	"UNR"	"Unrelated"	1	277	277	900	"Hearing"
218	30	"UNR"	"Unrelated"	0	189	189	569	"Hearing"
206	30	"UNR"	"Unrelated"	0	499	691	1241	"Hearing"
209	30	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
212	30	"UNR"	"Unrelated"	0	111	111	386	"Hearing"
215	30	"UNR"	"Unrelated"	0	226	226	588	"Hearing"
221	30	"UNR"	"Unrelated"	0	100	235	433	"Hearing"
224	30	"UNR"	"Unrelated"	0	272	427	602	"Hearing"
227	30	"UNR"	"Unrelated"	0	370	370	370	"Hearing"
230	30	"UNR"	"Unrelated"	0	103	438	438	"Hearing"
203	30	"UNR"	"Unrelated"	0	255	942	942	"Hearing"
204	31	"UNR"	"Unrelated"	0	178	178	444	"Hearing"
207	31	"UNR"	"Unrelated"	0	317	547	547	"Hearing"
210	31	"UNR"	"Unrelated"	0	180	180	180	"Hearing"
213	31	"UNR"	"Unrelated"	0	273	273	431	"Hearing"
216	31	"UNR"	"Unrelated"	0	276	276	389	"Hearing"
219	31	"UNR"	"Unrelated"	0	362	362	1496	"Hearing"
222	31	"UNR"	"Unrelated"	0	424	424	711	"Hearing"
225	31	"UNR"	"Unrelated"	0	209	1298	1554	"Hearing"
228	31	"UNR"	"Unrelated"	0	328	328	455	"Hearing"
201	31	"UNR"	"Unrelated"	0	322	322	322	"Hearing"
205	32	"UNR"	"Unrelated"	0	211	471	819	"Hearing"
208	32	"UNR"	"Unrelated"	0	NA	NA	0	"Hearing"
211	32	"UNR"	"Unrelated"	0	647	647	1594	"Hearing"
214	32	"UNR"	"Unrelated"	0	134	134	233	"Hearing"
217	32	"UNR"	"Unrelated"	0	219	219	219	"Hearing"
220	32	"UNR"	"Unrelated"	0	202	202	630	"Hearing"
223	32	"UNR"	"Unrelated"	0	149	149	306	"Hearing"
226	32	"UNR"	"Unrelated"	0	239	239	547	"Hearing"
229	32	"UNR"	"Unrelated"	0	154	154	334	"Hearing"
202	32	"UNR"	"Unrelated"	0	169	169	345	"Hearing"
218	33	"UNR"	"Unrelated"	0	337	337	613	"Hearing"
206	33	"UNR"	"Unrelated"	0	444	444	811	"Hearing"
209	33	"UNR"	"Unrelated"	0	113	113	113	"Hearing"
212	33	"UNR"	"Unrelated"	0	190	190	403	"Hearing"
215	33	"UNR"	"Unrelated"	0	334	334	658	"Hearing"
221	33	"UNR"	"Unrelated"	0	148	353	353	"Hearing"
224	33	"UNR"	"Unrelated"	1	225	406	406	"Hearing"
227	33	"UNR"	"Unrelated"	0	768	768	768	"Hearing"
230	33	"UNR"	"Unrelated"	0	99	99	99	"Hearing"
203	33	"UNR"	"Unrelated"	0	121	482	482	"Hearing"
204	34	"UNR"	"Unrelated"	0	503	503	503	"Hearing"
207	34	"UNR"	"Unrelated"	0	182	182	182	"Hearing"
210	34	"UNR"	"Unrelated"	0	316	574	864	"Hearing"
213	34	"UNR"	"Unrelated"	0	168	168	168	"Hearing"
216	34	"UNR"	"Unrelated"	0	286	670	670	"Hearing"
219	34	"UNR"	"Unrelated"	0	105	105	105	"Hearing"
222	34	"UNR"	"Unrelated"	0	283	491	908	"Hearing"
